Id_Property,Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
5462,"Bu Rumah 2 Lantai Dekat Stadion Maguwoharjo, Sleman","Ngemplak, Sleman",1.15E+11,4,2,1,162,147,0.845545079,0.333333333,0.125,0,0.542372881,0.603305785,bu rumah 2 lantai dekat stadion maguwoharjo sleman,ngemplak sleman,lokasi wedomartani ngemplak sleman harga 1 150 milliar nego jual cepat rumah 2 lantai siap,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/38be03f269ad520beca5629b043b6b72.jpg,https://www.rumah123.com/properti/sleman/hos18542578/
5463,Rumah Estetik Luas Dekat Jl Sidomoyo Godean 800JTan,"Depok, Sleman",815000000,3,2,1,112,75,0.005714832,0.222222222,0.125,0,0.372881356,0.305785124,rumah estetik luas dekat jl sidomoyo godean 800jtan,depok sleman,rumah estetik luas dekat jl sidomoyo godean 800jtan alamat jl kragilan gombang sidomoyo kec,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1932293/c3b4599393866702b5f6911b08d34161.jpg,https://www.rumah123.com/properti/sleman/hos18542425/
5464,Di Jual Rumah Dalam Perumahan Maguwoharjo Dalam Ringroad Sleman,"Maguwoharjo, Yogyakarta",800000000,2,1,1,100,45,0.005604507,0.111111111,0,0,0.33220339,0.181818182,jual rumah rumah maguwoharjo ringroad sleman,maguwoharjo yogyakarta,spesifikasi luas tanah 100 luas bangun 45 kamar tidur 2 kamar mandi 1 carpot ruang,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1528679/70cd56392b21aca889586c6609b94a3a.jpg,https://www.rumah123.com/properti/sleman/hos18541548/
5465,Rumah Modern Carport 3 Mobil Di Mlati Dekat Pemda Sleman,"Mlati, Sleman",745000000,3,2,3,154,70,0.005199982,0.222222222,0.125,0.1,0.515254237,0.285123967,rumah modern carport 3 mobil mlati dekat pemda sleman,mlati sleman,rumah modern carport 3 mobil mlati dekat pemda sleman lokasi mlati sleman rumah siap huni carpot,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1528679/3feee9bb08d509ae5cc53662132f4553.jpg,https://www.rumah123.com/properti/sleman/hos18541347/
5466,Rumah Cantik Konsep Mezzanine Dekat Umy Di Kasihan Bantul,"Kasihan, Bantul",450000000,2,1,1,36,95,0.003030258,0.111111111,0,0,0.115254237,0.388429752,rumah cantik konsep mezzanine dekat umy kasihan bantul,kasihan bantul,rumah cantik konsep mezzanine dekat umy kasihan bantul konsep modern beri kesan tata ruang,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1528679/b494fe2b39512bf07be7b9de43447c0d.jpg,https://www.rumah123.com/properti/sleman/hos18541029/
5467,"Rumah Siap Huni Di Mlati, 1 Unit Harga Murah Bisa Kpr","Mlati, Sleman",745000000,3,2,3,154,70,0.005199982,0.222222222,0.125,0.1,0.515254237,0.285123967,rumah siap huni mlati 1 unit harga murah kpr,mlati sleman,rumah siap huni mlati 1 unit harga murah kpr lokasi mlati sleman rumah siap huni carpot,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1212332/2024-10-31-18-35-11-5cd4ced2-6421-46d1-9648-802d43ce93c3-1730374511.jpg,https://www.rumah123.com/properti/sleman/hos18542152/
5468,"Rumah 1,5 Lantai Harga Murah Di Banguntapan Bantul","Banguntapan, Bantul",650000000,2,2,1,79,60,0.004501258,0.111111111,0.125,0,0.261016949,0.243801653,rumah 1 5 lantai harga murah banguntapan bantul,banguntapan bantul,rumah strategis banguntapan dekat jalan raya janti lingkung nasionalis harga sangat,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1212332/2024-10-31-18-25-02-e80c7670-2648-434f-b832-23db10619941-1730373902.jpg,https://www.rumah123.com/properti/sleman/hos18542114/
5469,All In Free Balik Nama Rumah Baru 1 Lantai Dekat Ringroad Umy,"Kasihan, Bantul",335000000,2,1,1,85,45,0.002184434,0.111111111,0,0,0.281355932,0.181818182,all in free balik nama rumah baru 1 lantai dekat ringroad umy,kasihan bantul,all in bebas biaya pajak balik nama rumah baru dekat kampus umy alma ata jendral a yani informasi,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2096079/fa6235893a387a250a824e723200ac29.jpg,https://www.rumah123.com/properti/sleman/hos18542043/
5470,Hunian Modern Konsep Modern 4 Menit Dari Jalan Raya,"Kasihan, Bantul",320000000,2,1,1,80,48,0.002074109,0.111111111,0,0,0.26440678,0.194214876,huni modern konsep modern 4 menit jalan raya,kasihan bantul,rumah baru unfurnish area kasihan dekat area kampus legalitas shm,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1681448/fd3ec948756360b4a3e7bd60199bf8e1.jpg,https://www.rumah123.com/properti/sleman/hos18512314/
5471,Dijual Rumah Baru Dlm Perumahan Asri Dekat Kampus Umy,"Gamping, Sleman",350000000,2,1,1,103,45,0.002294759,0.111111111,0,0,0.342372881,0.181818182,jual rumah baru dlm rumah asri dekat kampus umy,gamping sleman,all in bebas biaya pajak balik nama rumah baru dekat kampus umy alma ata jendral a yani informasi,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/0e8e6a66fdabd3361e288d7fd660fda1.jpg,https://www.rumah123.com/properti/sleman/hos18541966/
5472,Rumah Murah Dan Siap Huni Hanya 9 Menit Dari Kampus Umy,"Kasihan, Bantul",600000000,2,1,1,112,40,0.004133508,0.111111111,0,0,0.372881356,0.161157025,rumah murah siap huni 9 menit kampus umy,kasihan bantul,rumah murah siap huni 9 menit kampus umy second permata lokasi bangunjiwo kasihan,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2102439/cf0136a58ad8d746abf6cd8b7e44bda7.jpg,https://www.rumah123.com/properti/sleman/hos18481272/
5473,Rumah Dijual Desain Industrial Include Balik Nama Dan Pajak,"Kasihan, Bantul",350000000,2,1,1,82,48,0.002294759,0.111111111,0,0,0.271186441,0.194214876,rumah jual desain industrial include balik nama pajak,kasihan bantul,rumah baru type 48 akses jalan luas dekat fasilitas umum spesifikasi luas tanah 82m,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/0f1d2a7f16ec63eb704bd1bb31d5e894.jpg,https://www.rumah123.com/properti/sleman/hos18541745/
5474,Rumah Nyaman Dekat Masjid Agung Bantul,"Pajangan, Bantul",385000000,2,1,2,90,50,0.002552184,0.111111111,0,0.05,0.298305085,0.202479339,rumah nyaman dekat masjid agung bantul,pajangan bantul,rumah nyaman dekat masjid agung bantul lokasi pajang bantul yogyakarta harga 385jt hubung,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2043477/96accda92c9fb9818dd1869420479a4d.jpg,https://www.rumah123.com/properti/bantul/hos18541632/
5475,"Rumah 2 Lantai Siap Bangun Full Furnished Di Depok, Sleman","Depok, Sleman",22000000000,3,3,2,139,125,0.161530428,0.222222222,0.25,0.05,0.46440678,0.512396694,rumah 2 lantai siap bangun full furnished depok sleman,depok sleman,rumah 2 lantai siap bangun full furnished depok sleman lokasi depok sleman rumah 2 lantai,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/18f892606806340c155741c274b2eb27.jpg,https://www.rumah123.com/properti/yogyakarta/hos18425068/
5476,Dijual Perumahan Baru 1 Lantai Strategis Dekat Lapangan Kasihan,"Kasihan, Bantul",340000000,2,1,1,85,45,0.002221209,0.111111111,0,0,0.281355932,0.181818182,jual rumah baru 1 lantai strategis dekat lapang kasihan,kasihan bantul,all in bebas biaya pajak balik nama rumah baru dekat kampus umy alma ata jendral a yani informasi,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2013278/c8d36a7d7be0c6b24549120e2696030a.jpg,https://www.rumah123.com/properti/sleman/hos18533176/
5477,"Rumah Modern Di Depok Sleman, Siap Bangun 2 Lantai","Depok, Sleman",22000000000,3,3,2,139,125,0.161530428,0.222222222,0.25,0.05,0.46440678,0.512396694,rumah modern depok sleman siap bangun 2 lantai,depok sleman,rumah modern depok sleman siap bangun 2 lantai lokasi depok sleman rumah 2 lantai full furnished,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1752670/6ba7258259724ba93bd3f8e9f891c825.jpg,https://www.rumah123.com/properti/sleman/hos18541488/
5478,Rumah Minimalis Berkualitas Di Sleman Dekat Pasar Sleman,"Ngaglik, Sleman",495000000,2,1,1,112,36,0.003361233,0.111111111,0,0,0.372881356,0.144628099,rumah minimal kualitas sleman dekat pasar sleman,ngaglik sleman,rumah minimal kualitas sleman dekat pasar sleman alamat jl murang vii triharjo kabupaten,rumah full furnished dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/340983/e0b1f6ebd3fc93a6a901271ff85047a5.jpg,https://www.rumah123.com/properti/sleman/hos18410094/
5479,Rumah 3 Lantai Jogja Pugeran Jl Bantul Lt 112m² Eks Bengkel,"Mantrijeron, Yogyakarta",36000000000,2,3,2,112,212,0.264500375,0.111111111,0.25,0.05,0.372881356,0.871900826,rumah 3 lantai jogja pugeran jl bantul lt 112m eks bengkel,mantrijeron yogyakarta,rumah 3 lantai selatan pugeran utara uty universitas buka yogyakarta kampus merdeka cocok untuk,rumah dekat akses transportasi dekat pusat belanja dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1681448/326b07bc56ab34492ae2230698fefc67.jpg,https://www.rumah123.com/properti/yogyakarta/hos18523137/
5480,Dijual Perumahan Baru One Gate 1 Lantai Dekat Tugu Lilin,"Kasihan, Bantul",340000000,2,1,1,91,45,0.002221209,0.111111111,0,0,0.301694915,0.181818182,jual rumah baru one gate 1 lantai dekat tugu lilin,kasihan bantul,all in bebas biaya pajak balik nama rumah baru dekat kampus umy alma ata jendral a yani informasi,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1681448/439726c4d90b1dd215130a84cc8de596.jpg,https://www.rumah123.com/properti/yogyakarta/hos18527617/
5481,"Rumah Minimalis Menawarkan Konsep Berbeda Dekat Kampus Ukrim, Kalasan Sleman","Kalasan, Sleman",600000000,2,2,1,53,100,0.004133508,0.111111111,0.125,0,0.172881356,0.409090909,rumah minimal tawar konsep beda dekat kampus ukrim kalas sleman,kalasan sleman,rumah minimal tawar konsep beda dekat kampus ukrim kalas sleman tawar konsep minimal,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/3f42bfb60e32cdb609246ab4510eb0d1.jpg,https://www.rumah123.com/properti/yogyakarta/hos18334995/
5482,"Rumah Mewah Full Furnished, Dekat Kampus Ugm Di Ngaglik","Ngaglik, Sleman",22000000000,4,4,2,123,145,0.161530428,0.333333333,0.375,0.05,0.410169492,0.595041322,rumah mewah full furnished dekat kampus ugm ngaglik,ngaglik sleman,rumah 2 lantai full furnished pinggir jalan aspal mobil paspasan lancar lokasi banyak,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1768007/0ff401b83f330cc49d644ab3d272d8fb.jpg,https://www.rumah123.com/properti/sleman/hos18541371/
5483,Perumahan Murah Strategis Akses Jalan One Gate System,"Kasihan, Bantul",350000000,2,1,1,85,45,0.002294759,0.111111111,0,0,0.281355932,0.181818182,rumah murah strategis akses jalan one gate system,kasihan bantul,rumah baru cluster lingkung nyaman include kanopi legalitas shm imb spesifikasi,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1871904/2024-06-10-08-00-28-73eb7bde-ea7e-4f97-b912-a069945f14c1.jpg,https://www.rumah123.com/properti/sleman/hos17320734/
5484,Dijual Rumah Baru Siap Huni Sanggrahan Caturharjo Sleman,"Sleman, Sleman",460000000,2,1,1,100,45,0.003103808,0.111111111,0,0,0.33220339,0.181818182,jual rumah baru siap huni sanggrah caturharjo sleman,sleman sleman,rumah baru siap huni lokasi sanggrah caturharjo sleman punya luas tanah 100m2 luas bangun,rumah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2050349/f603c0bfde058564002f39c778a52a52.jpg,https://www.rumah123.com/properti/sleman/hos18541195/
5485,Rumah Cantik Murah Siap Huni Di Dekat Kampus Uii,"Ngaglik, Sleman",945000000,3,2,1,145,85,0.006670982,0.222222222,0.125,0,0.484745763,0.347107438,rumah cantik murah siap huni dekat kampus uii,ngaglik sleman,rumah murah desain modern tanah luas jalan kaliurang jakal ngaglik sleman,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1470721/b606f42c94dbe6f0b1268aa2e88bd957.jpg,https://www.rumah123.com/properti/sleman/hos18541127/
5486,Rumah Baru Siap Huni 900JTan Dekat Ke Kampus Sanata Dharma,"Gondokusuman, Yogyakarta",999000000,3,3,1,103,100,0.007068151,0.222222222,0.25,0,0.342372881,0.409090909,rumah baru siap huni 900jtan dekat kampus sanata dharma,gondokusuman yogyakarta,rumah baru siap huni 900jtan dekat kampus sanata dharma alamat wedomartani ngemplak kabupaten,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/a6dbf77ef219350c8a43b6a72820b247.jpg,https://www.rumah123.com/properti/sleman/hos18540764/
5487,Dijual Hunian Minimalis Akses Jalan One Gate System,"Kasihan, Bantul",360000000,2,1,1,82,48,0.002368309,0.111111111,0,0,0.271186441,0.194214876,jual huni minimal akses jalan one gate system,kasihan bantul,rumah lingkung tenang dekat jalan kabupaten dapat promo di 300jt milik,rumah siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1768007/9aea81639f7644a4556ce766c6db5b5e.jpg,https://www.rumah123.com/properti/sleman/hos18540577/
5488,"Rumah Murah 500 Jutaan Di Purwomartani, Kalasan","Purwomartani, Sleman",520000000,2,1,1,85,50,0.003545108,0.111111111,0,0,0.281355932,0.202479339,rumah murah 500 juta purwomartani kalas,purwomartani sleman,rumah murah harga 500 juta total 4 siap bangun mukim warga tenang nyaman,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1722259/2024-10-31-15-08-06-41769d4b-d166-4bd5-afd5-aa0e133d36f6-1730362086.jpg,https://www.rumah123.com/properti/sleman/hos18540536/
5489,"Rumah Murah Dalam Perumahan, Di Gamping Sleman","Gamping, Sleman",485000000,2,1,1,108,42,0.003287683,0.111111111,0,0,0.359322034,0.169421488,rumah murah rumah gamping sleman,gamping sleman,rumah murah rumah area gamping sleman one gate pos satpam akses mudah 5 menit,rumah dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755808/b9ada1f4f1952f15a9a756872441a8d0.jpg,https://www.rumah123.com/properti/sleman/hos18540511/
5490,"Rumah Cantik Siap Huni View Sawah,4 Menit Stasiun Prambanan","Prambanan, Sleman",435000000,2,1,2,98,45,0.002919934,0.111111111,0,0.05,0.325423729,0.181818182,rumah cantik siap huni view sawah 4 menit stasiun prambanan,prambanan sleman,rumah cantik siap huni view sawah 4 menit stasiun prambanan lokasi prambanan klaten harga mulai,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1470721/7b237bdfc3df8b351cf3f7e5e9df7f87.jpg,https://www.rumah123.com/properti/sleman/hos18540479/
5491,Hunian Kontemporer 2 Lantai Dekat Kampus Uii Di Ngaglik,"Ngaglik, Sleman",1.35E+11,3,3,2,88,120,0.992645004,0.222222222,0.25,0.05,0.291525424,0.491735537,huni kontemporer 2 lantai dekat kampus uii ngaglik,ngaglik sleman,huni kontemporer 2 lantai dekat kampus uii ngaglik lokasi ngaglik sleman huni cantik dengan,rumah siap huni dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/17f0242728b252dc3148bd554a498756.jpg,https://www.rumah123.com/properti/sleman/hos18540402/
5492,"Hunian 2 Lantai Siap Huni Full Furnished Di Ngaglik, Sleman","Ngaglik, Sleman",1.35E+11,3,3,2,88,120,0.992645004,0.222222222,0.25,0.05,0.291525424,0.491735537,huni 2 lantai siap huni full furnished ngaglik sleman,ngaglik sleman,huni 2 lantai siap huni full furnished ngaglik sleman lokasi ngaglik sleman huni cantik,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075567/84de1704986b7279610497b364995a6e.jpg,https://www.rumah123.com/properti/sleman/hos18540393/
5493,Villa Jantung Kota Sleman Yogyakarta SHM 2 Lantai,"Ngaglik, Sleman",18000000000,3,3,2,114,125,0.132110443,0.222222222,0.25,0.05,0.379661017,0.512396694,villa jantung kota sleman yogyakarta shm 2 lantai,ngaglik sleman,segera milik villa prabawangsa residence pusat jantung kota sleman yogyakarta 3 tahun akan,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/17f0242728b252dc3148bd554a498756.jpg,https://www.rumah123.com/properti/sleman/hos18540369/
5494,Dekat Tugu Lilin Rumah Modern Semi Villa Legalitas SHM,"Kasihan, Bantul",315000000,2,1,1,80,48,0.002037334,0.111111111,0,0,0.26440678,0.194214876,dekat tugu lilin rumah modern semi villa legalitas shm,kasihan bantul,spesifikasi tipe bangun 48m luas tanah 80m kamar tidur 2 kamar mandi 1 ruang keluarga,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/1f938b795d681ab46795c882975c9cc4.jpg,https://www.rumah123.com/properti/sleman/hos18540112/
5495,"Rumah 2 Lantai Pinggir Jalan Siap Huni Di Ngaglik, Sleman","Ngaglik, Sleman",22000000000,4,4,2,123,145,0.161530428,0.333333333,0.375,0.05,0.410169492,0.595041322,rumah 2 lantai pinggir jalan siap huni ngaglik sleman,ngaglik sleman,rumah 2 lantai pinggir jalan siap huni ngaglik sleman lokasi ngaglik sleman kamu cari huni,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1272926/f9da02812b22f135336b3ad5cc08c1ed.jpg,https://www.rumah123.com/properti/sleman/hos18539894/
5496,All In Free Balik Nama Rumah Baru One Gate Dekat Umy,"Gamping, Sleman",335000000,2,1,1,80,45,0.002184434,0.111111111,0,0,0.26440678,0.181818182,all in free balik nama rumah baru one gate dekat umy,gamping sleman,spesifikasi legalitas shm imb pbg bangun 1 lantai 2 kt 1 km sumber air pam,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/e10bc32c05a4096706297d769e5d3caa.jpg,https://www.rumah123.com/properti/sleman/hos18539893/
5497,"Rumah Siap Huni 2 Lantai Di Tepi Jalan Area Ngaglik, Sleman","Ngaglik, Sleman",22000000000,4,4,2,123,145,0.161530428,0.333333333,0.375,0.05,0.410169492,0.595041322,rumah siap huni 2 lantai tepi jalan area ngaglik sleman,ngaglik sleman,rumah siap huni 2 lantai tepi jalan area ngaglik sleman lokasi ngaglik sleman kamu cari huni,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1098849/ddcb5d4de6ee5cbfeceebf9a636d83ba.jpg,https://www.rumah123.com/properti/yogyakarta/hos18539777/
5498,Rumah Minimalis 2 Lantai One Gate System Di Potorono Banguntapan,"Bantul, Yogyakarta",890000000,4,2,2,85,70,0.006266457,0.333333333,0.125,0.05,0.281355932,0.285123967,rumah minimal 2 lantai one gate system potorono banguntapan,bantul yogyakarta,rumah minimal sangat strategis ada dekat pusat kota yogyakarta dekat bagai,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1491281/f7ac435d45e95f3dfc3dc5917477b08e.jpg,https://www.rumah123.com/properti/sleman/hos18539683/
5499,Rumah Siap Huni Dekat Pasar Stan Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",690000000,3,2,1,75,70,0.004795458,0.222222222,0.125,0,0.247457627,0.285123967,rumah siap huni dekat pasar stan maguwoharjo depok sleman,maguwoharjo yogyakarta,rumah cantik siap huni dekat pasar stan maguwoharjo depok sleman ada lingkung nasionalis,rumah dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/1ad9072435e5445145cd5165084f67ad.jpg,https://www.rumah123.com/properti/sleman/hos18539602/
5500,RUMAH TEPI JALAN LEBAR COCOK UNTUK USAHA DAN TEMPAT TINGGAL,"Sedayu, Bantul",275000000,2,1,1,129,50,0.001743134,0.111111111,0,0,0.430508475,0.202479339,rumah tepi jalan lebar cocok usaha tempat tinggal,sedayu bantul,rumah jual bantul rumah jual tepi jalan lebar cocok usaha tempat tinggal lokasi argomulyo,rumah siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/e91cd45602feef705beee6190933e32b.jpg,https://www.rumah123.com/properti/sleman/hos18539479/
5501,Rumah Baru Minimalis Dijual Jogja Imogiri Timur Tamanan Yogyakart,"Banguntapan, Bantul",465000000,2,1,1,66,40,0.003140583,0.111111111,0,0,0.216949153,0.161157025,rumah baru minimal jual jogja imogiri timur taman yogyakart,banguntapan bantul,rumah baru minimal 400 juta jual jogja imogiri timur grujugan taman banguntapan yogyakarta,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2050349/50f81bb8b56728e2170648e9acbb40d7.jpg,https://www.rumah123.com/properti/bantul/hos18538524/
5502,"Rumah Baru, 2 Lantai, Dekat Kampus Upn Di Maguwoharjo","Depok, Sleman",15000000000,4,3,1,118,160,0.110045454,0.333333333,0.25,0,0.393220339,0.657024793,rumah baru 2 lantai dekat kampus upn maguwoharjo,depok sleman,rumah murah 2 lantai maguwoharjo depok sleman kawasan ring road utara yogyakarta rumah,rumah dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2050349/663ab376a7aa374f37738343c6e67a1f.jpg,https://www.rumah123.com/properti/sleman/hos18538323/
5503,Rumah Siap Huni Tipe 35 61 200JTan Di Utara Jl Jogja solo,"Prambanan, Sleman",280000000,2,1,1,61,35,0.001779909,0.111111111,0,0,0.2,0.140495868,rumah siap huni tipe 35 61 200jtan utara jl jogja solo,prambanan sleman,rumah siap huni tipe 35 61 200jtan utara jl jogja solo alamat solodiran kec manisrenggo kab,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2050349/6b209fc8958de1776fadb09d9a6ba6f3.jpg,https://www.rumah123.com/properti/sleman/hos18538256/
5504,Rumah Second Murah Dalam Perumahan Di Tengah Kota Jogja,"Tegalrejo, Yogyakarta",28000000000,3,3,1,192,111,0.205660405,0.222222222,0.25,0,0.644067797,0.454545455,rumah second murah rumah tengah kota jogja,tegalrejo yogyakarta,rumah murah nan mewah 2 lantai kawasan elit antan regency 2 yogyakarta rumah second masih,rumah siap huni dekat akses transportasi dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2103055/2024-10-28-09-18-15-b1bb0121-5562-465d-b88a-dc07cfb74344-1730081895.jpg,https://www.rumah123.com/properti/yogyakarta/hos18507205/
5505,Rumah Jogja Dijual Minimalis Cantik Dekat Kampus Respati,"Kalasan, Sleman",550000000,2,1,1,89,51,0.003765758,0.111111111,0,0,0.294915254,0.20661157,rumah jogja jual minimal cantik dekat kampus respati,kalasan sleman,rumah jogja jual minimal cantik dekat kampus respati jual segera rumah baru siap huni dan,rumah siap huni dekat pusat belanja dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/6b8b324e1bdfd34576ae6c94a75cfe5c.jpg,https://www.rumah123.com/properti/bantul/hos18538113/
5506,Perumahan Minimalis Legalitas SHM Dekat Ringroad Umy,"Kasihan, Bantul",345000000,2,1,1,85,45,0.002257984,0.111111111,0,0,0.281355932,0.181818182,rumah minimal legalitas shm dekat ringroad umy,kasihan bantul,spesifikasi legalitas shm imb pbg bangun 1 lantai 2 kt 1 km sumber air pam,rumah siap huni dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/2028539/2024-07-28-12-36-48-da084e9e-f671-4293-bedf-f3d33f3841b4.png,https://www.rumah123.com/properti/yogyakarta/hos17711161/
5507,Dijual Rumah Cantik One Gate System Strategis Dekat Alma Ata,"Gamping, Sleman",345000000,2,1,1,85,45,0.002257984,0.111111111,0,0,0.281355932,0.181818182,jual rumah cantik one gate system strategis dekat alma ata,gamping sleman,spesifikasi legalitas shm imb pbg bangun 1 lantai 2 kt 1 km sumber air pam,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-04-30-08-34-55-f0631e8f-d8a4-4e7c-a65c-294852376b9c.jpg,https://www.rumah123.com/properti/sleman/hos16076437/
5508,5 Menit Dari Umy Perumahan Baru One Gate Legalitas SHM,"Kasihan, Bantul",340000000,2,1,1,102,45,0.002221209,0.111111111,0,0,0.338983051,0.181818182,5 menit umy rumah baru one gate legalitas shm,kasihan bantul,spesifikasi legalitas shm imb pbg 2 kt 1 km sumber air pam sumber listrik 1300 va,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1828268/2023-08-03-03-05-30-e9bfe0c6-5d74-4d88-8634-b2a62faa6505.jpg,https://www.rumah123.com/properti/bantul/hos15600145/
5509,All In Free Pajak Rumah Baru Legalitas SHM Dekat Umy,"Kasihan, Bantul",350000000,2,1,1,91,45,0.002294759,0.111111111,0,0,0.301694915,0.181818182,all in free pajak rumah baru legalitas shm dekat umy,kasihan bantul,spesifikasi legalitas shm imb pbg bangun 1 lantai 2 kt 1 km sumber air pam,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-04-20-08-05-10-4b0dbe05-b303-4422-8280-7f5ec749ac55.jpg,https://www.rumah123.com/properti/sleman/hos16076388/
5510,Dijual Rumah Semi Villa Hanya 2 Menit Ke Spbu Bibis Raya SHM,"Godean, Sleman",380000000,2,1,1,91,45,0.002515409,0.111111111,0,0,0.301694915,0.181818182,jual rumah semi villa 2 menit spbu bibis raya shm,godean sleman,promo 300 juta spesial bulan november rumah lokasi strategis dekat kampus umy alma ata shm,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/985411/f8a131257a806194174e492f7b3bf5fc.jpg,https://www.rumah123.com/properti/sleman/hos18537855/
5511,Rumah Murah Pinggiran Kota Dekat Kampus Umy Di Kasihan Bantul,"Kasihan, Bantul",525000000,2,1,1,105,36,0.003581883,0.111111111,0,0,0.349152542,0.144628099,rumah murah pinggir kota dekat kampus umy kasihan bantul,kasihan bantul,rumah murah pinggir kota dekat kampus umy kasihan bantul rumah minimal modern ada kawasan,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1964840/8a8a999005b0ca7b0213bf56a5a5c5a9.jpg,https://www.rumah123.com/properti/sleman/hos18537790/
